cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
7209303,Al16.008In3.992Ag4Se32,227,3,4,No_perovskita,0.1
7209363,Sr(AgSn)2,139,3,3,No_perovskita,0.1
7209364,Ba(AgSn)2,139,3,3,No_perovskita,0.1
7221161,Ba(FeP)2,139,3,3,No_perovskita,0.1
7221362,Sr(CdSb)2,164,3,3,No_perovskita,0.1
7222468,CsNaSe,129,3,3,No_perovskita,0.1
7222475,CsNaS,129,3,3,No_perovskita,0.1
7222658,Ca(ZnGe)2,139,3,3,No_perovskita,0.1
7223669,RbLiS,129,3,3,No_perovskita,0.1
8100231,La3PbI3,214,3,3,No_perovskita,0.1
8101147,Ca(AlGe)2,164,3,3,No_perovskita,0.1
8102928,Nd2Sb,139,3,2,No_perovskita,0.1
8103655,Eu3Ga2,15,3,2,No_perovskita,0.1
9006276,Cr2SiO4,70,3,3,No_perovskita,0.1
9007814,RbNaS,129,3,3,No_perovskita,0.1
9011173,CaClF,129,3,3,No_perovskita,0.1
9011865,Cr14.4Fe9.6S32,227,3,3,No_perovskita,0.1
9011866,Cr16Fe6.4Cu1.6S32,227,3,4,No_perovskita,0.1
9012045,Cr2FeS4,227,3,3,No_perovskita,0.1
9012145,Cr16Fe4.8Cu3.2S32,227,3,4,No_perovskita,0.1
9012148,Cr16Fe7.2Cu0.8S32,227,3,4,No_perovskita,0.1
9012163,Cr16Cu8Se9.6S22.4,227,3,4,No_perovskita,0.1
9012164,Cr16Fe0.8Cu7.2Se9.6S22.4,227,3,5,No_perovskita,0.1
9012165,Cr16Fe1.6Cu6.4Se9.6S22.4,227,3,5,No_perovskita,0.1
9012166,Cr16Fe2.4Cu5.6Se9.6S22.4,227,3,5,No_perovskita,0.1
9012167,Cr16Fe3.2Cu4.8Se9.6S22.4,227,3,5,No_perovskita,0.1
9012168,Cr16Fe3.6Cu4.4Se9.6S22.4,227,3,5,No_perovskita,0.1
9012169,Cr16Fe4Cu4Se9.6S22.4,227,3,5,No_perovskita,0.1
9012170,Cr16Fe4.4Cu3.6Se9.6S22.4,227,3,5,No_perovskita,0.1
9012171,Cr16Fe4.8Cu3.2Se9.6S22.4,227,3,5,No_perovskita,0.1
9012172,Cr16Fe5.2Cu2.8Se9.6S22.4,227,3,5,No_perovskita,0.1
9012173,Cr16Fe5.6Cu2.4Se9.6S22.4,227,3,5,No_perovskita,0.1
9012174,Cr16Fe6.4Cu1.6Se9.6S22.4,227,3,5,No_perovskita,0.1
9012175,Cr16Fe7.2Cu0.8Se9.6S22.4,227,3,5,No_perovskita,0.1
9012176,Cr16Fe8Se9.6S22.4,227,3,4,No_perovskita,0.1
9013663,Bi4S4Br0.4Cl3.6,62,3,4,No_perovskita,0.1
1008520,K2GeAs2,72,3,3,No_perovskita,0.11
1008961,Zr2.01Te0.91As2.85,129,3,3,No_perovskita,0.11
1008966,Cr2CoS4,227,3,3,No_perovskita,0.11
1008988,MnVAs,129,3,3,No_perovskita,0.11
1010313,Bi2O3,197,3,2,No_perovskita,0.11
1010469,PbBrF,129,3,3,No_perovskita,0.11
1011298,Fe2As,129,3,2,No_perovskita,0.11
1501464,Fe2Mo,194,3,2,No_perovskita,0.11
1508986,InAgSnS4,227,3,4,No_perovskita,0.11
1508999,Sr2Ga6.84Ag1.16,139,3,3,No_perovskita,0.11
1509280,CsAgO,87,3,3,No_perovskita,0.11
1509596,Ca4Mg2.08Ag5.92,194,3,3,No_perovskita,0.11
1509672,MnAg2Sn3S8,227,3,4,No_perovskita,0.11
1509679,Nd(SiAg)2,139,3,3,No_perovskita,0.11
1509772,Ce(AgGe)2,139,3,3,No_perovskita,0.11
1509775,Ce(SiAg)2,139,3,3,No_perovskita,0.11
1510181,Ho2Au,62,3,2,No_perovskita,0.11
1510276,Pr2Au,62,3,2,No_perovskita,0.11
1510590,BaBiAu,194,3,3,No_perovskita,0.11
1510602,SrBiAu,194,3,3,No_perovskita,0.11
1510674,Eu(BIr)2,70,3,3,No_perovskita,0.11
1510703,Gd(BIr)2,70,3,3,No_perovskita,0.11
1510706,GdB2Rh3,191,3,3,No_perovskita,0.11
1510737,La0.5Y0.5B2Rh3,191,3,4,No_perovskita,0.11
1510815,SmB2Rh3,191,3,3,No_perovskita,0.11
1521110,Ca3PI3,214,3,3,No_perovskita,0.11
1521699,Gd2SO2,164,3,3,No_perovskita,0.11
1521890,LaSF,129,3,3,No_perovskita,0.11
1521908,Tl2PdCl4,123,3,3,No_perovskita,0.11
1522407,Ho5Rh3,193,3,2,No_perovskita,0.11
1522864,SnRh2,62,3,2,No_perovskita,0.11
1522884,Nb5Te4,87,3,2,No_perovskita,0.11
1523073,LaPt5,191,3,2,No_perovskita,0.11
1523281,NdIr5,191,3,2,No_perovskita,0.11
1523286,Hf5Ga3,193,3,2,No_perovskita,0.11
1523395,PuGa,139,3,2,No_perovskita,0.11
1523670,GdRh5,191,3,2,No_perovskita,0.11
1523749,Yb2Ga6.52Au1.48,139,3,3,No_perovskita,0.11
1523962,CePt4Rh,191,3,3,No_perovskita,0.11
1523968,La2O3,194,3,2,No_perovskita,0.11
1524227,EuInPd,62,3,3,No_perovskita,0.11
1525133,Er5Rh3,193,3,2,No_perovskita,0.11
1525516,CePd5,191,3,2,No_perovskita,0.11
1525825,Sm2SO2,164,3,3,No_perovskita,0.11
1525876,PrSF,129,3,3,No_perovskita,0.11
1525878,NdSF,129,3,3,No_perovskita,0.11
1525880,GdSF,129,3,3,No_perovskita,0.11
1525884,CeSF,129,3,3,No_perovskita,0.11
1525886,SmSF,129,3,3,No_perovskita,0.11
1526675,Mn4Fe1.4Co2.6P4,62,3,4,No_perovskita,0.11
1526677,Mn4Fe1.2Co2.8P4,62,3,4,No_perovskita,0.11
1526756,Yb2AlSi2,127,3,3,No_perovskita,0.11
1527378,Tb5Tl3,193,3,2,No_perovskita,0.11
1527531,NaCuO,87,3,3,No_perovskita,0.11
1527532,RbCuO,87,3,3,No_perovskita,0.11
1527863,Cu2As,129,3,2,No_perovskita,0.11
1527932,Ti2Sn,194,3,2,No_perovskita,0.11
1528697,SrCaSi,62,3,3,No_perovskita,0.11
1528698,SrCaGe,62,3,3,No_perovskita,0.11
1530497,K2NiO2,139,3,3,No_perovskita,0.11
1530592,Tl2Sb0.5As1.5Se4,65,3,4,No_perovskita,0.11
1531481,Sm2O3,206,3,2,No_perovskita,0.11
1532068,NaFeCuS2,164,3,4,No_perovskita,0.11
1532073,CsFeCuS2,139,3,4,No_perovskita,0.11
1532321,GdMnGe,62,3,3,No_perovskita,0.11
1532366,Cs(MnP)2,139,3,3,No_perovskita,0.11
1532423,Li0.58Zr3.66Si1.76,11,3,3,No_perovskita,0.11
1532600,Gd4Ti0.2Mn3.8Ge4,62,3,4,No_perovskita,0.11
1532715,K2Pd1Br3.04Cl0.96,123,3,4,No_perovskita,0.11
1532870,La2Pd2Pb,127,3,3,No_perovskita,0.11
1533911,Hf3.2Ta0.8Fe8,194,3,3,No_perovskita,0.11
1533994,Sc2Co3Si,194,3,3,No_perovskita,0.11
1535583,Cr9.6Cu8Sn6.4S32,227,3,4,No_perovskita,0.11
1535684,Eu4In5.72Pt2.28,194,3,3,No_perovskita,0.11
1535808,Ca2Ge,186,3,2,No_perovskita,0.11
1536164,KCuC2,131,3,3,No_perovskita,0.11
1536257,Cr4FeCuS8,227,3,4,No_perovskita,0.11
1536459,LaSiRu,129,3,3,No_perovskita,0.11
1536462,NdSiRu,129,3,3,No_perovskita,0.11
1536468,CeSiRu,129,3,3,No_perovskita,0.11
1536472,PrSiRu,129,3,3,No_perovskita,0.11
1536476,SmSiRu,129,3,3,No_perovskita,0.11
1536483,CeSiOs,129,3,3,No_perovskita,0.11
1536957,Nd2InGe2,127,3,3,No_perovskita,0.11
1536960,Pr2InGe2,127,3,3,No_perovskita,0.11
1536963,Ce2InGe2,127,3,3,No_perovskita,0.11
1537022,Tb(AlGe)2,164,3,3,No_perovskita,0.11
1537064,La3PI3,214,3,3,No_perovskita,0.11
1537408,KCuO,87,3,3,No_perovskita,0.11
1537420,K2HgO2,139,3,3,No_perovskita,0.11
1537429,Rb2HgO2,139,3,3,No_perovskita,0.11
1537528,USbTe,129,3,3,No_perovskita,0.11
1537820,Tm(SiNi)2,139,3,3,No_perovskita,0.11
1537893,PrPt5,191,3,2,No_perovskita,0.11
1538078,Nb5Sb4,87,3,2,No_perovskita,0.11
1538710,Tb(MnSi)2,139,3,3,No_perovskita,0.11
1538944,Sr(SiPd)2,139,3,3,No_perovskita,0.11
1538947,Yb(SiPd)2,139,3,3,No_perovskita,0.11
1539356,Th(GeRh)2,139,3,3,No_perovskita,0.11
1539794,NdPt5,191,3,2,No_perovskita,0.11
1539990,ZnP2,96,3,2,No_perovskita,0.11
1540110,Rb2NiO2,139,3,3,No_perovskita,0.11
1540111,K1.192Rb2.808Ni2O4,139,3,4,No_perovskita,0.11
1540220,PuPt4,65,3,2,No_perovskita,0.11
1540945,Yb(GePd)2,139,3,3,No_perovskita,0.11
1541231,TiAlCu2,225,3,3,No_perovskita,0.11
1541595,Cr4GaCuS8,227,3,4,No_perovskita,0.11
2005478,Cs2Mn2.36Ag1.28Te4,139,3,4,No_perovskita,0.11
2018284,Y2Au,62,3,2,No_perovskita,0.11
2020010,KSmS2,166,3,3,No_perovskita,0.11
2105392,Y3Sb4Au3,220,3,3,No_perovskita,0.11
2105800,KEuS2,166,3,3,No_perovskita,0.11
2106085,Sc2Pt,62,3,2,No_perovskita,0.11
2106975,Li2Sn5,127,3,2,No_perovskita,0.11
2107022,Cs2W,62,3,2,No_perovskita,0.11
2107070,SnClF,62,3,3,No_perovskita,0.11
2210102,Cr2HgO4,227,3,3,No_perovskita,0.11
2211527,Er(SiNi)2,139,3,3,No_perovskita,0.11
2241605,Li5.152Fe17.208Ge1.64O32,227,3,4,No_perovskita,0.11
2300541,Yb28.792Eu3.208O48,206,3,3,No_perovskita,0.11
2310018,Ac2O3,164,3,2,No_perovskita,0.11
2310489,Al2ZnS4,227,3,3,No_perovskita,0.11
2310696,ZnP2,92,3,2,No_perovskita,0.11
2310990,Pu2SO2,164,3,3,No_perovskita,0.11
4000650,Gd2InGe2,127,3,3,No_perovskita,0.11
4000652,Dy2InGe2,127,3,3,No_perovskita,0.11
4000653,Ho2InGe2,127,3,3,No_perovskita,0.11
4002066,La2Co3.964As4,139,3,3,No_perovskita,0.11
4002406,Eu5Sb3,193,3,2,No_perovskita,0.11
4030796,RbGdS2,166,3,3,No_perovskita,0.11
4030842,Na1V0.456Cu1.542S2,164,3,4,No_perovskita,0.11
4118396,Sr0.808Eu3.192Ge4Pb2,65,3,4,No_perovskita,0.11
4124661,Tm2SO2,164,3,3,No_perovskita,0.11
4124662,Nd2SO2,164,3,3,No_perovskita,0.11
4124927,Eu2Co3.992As4,139,3,3,No_perovskita,0.11
4313611,TiTeAs,71,3,3,No_perovskita,0.11
4321119,LiAlTe2,122,3,3,No_perovskita,0.11
4328598,Th2N3,164,3,2,No_perovskita,0.11
4331424,GdB2Ru3,191,3,3,No_perovskita,0.11
4334702,Er4Al1.338Ge4.662,71,3,3,No_perovskita,0.11
4334703,Tm4Al1.26Ge4.74,71,3,3,No_perovskita,0.11
5910145,Cr(CdS2)2,227,3,3,No_perovskita,0.11
7030075,HgBrCl,62,3,3,No_perovskita,0.11
7110559,LiNiN,187,3,3,No_perovskita,0.11
7209329,In2AgS3Cl,227,3,4,No_perovskita,0.11
7221219,Ca(ZnAs)2,164,3,3,No_perovskita,0.11
7221246,Li3In2,166,3,2,No_perovskita,0.11
7221361,Sr(ZnSb)2,164,3,3,No_perovskita,0.11
7222693,Ca(MnGe)2,139,3,3,No_perovskita,0.11
7222758,EuCdPd,62,3,3,No_perovskita,0.11
7222865,Na3SbSe4,217,3,3,No_perovskita,0.11
7222881,Sr(CdGe)2,139,3,3,No_perovskita,0.11
7222984,KNaTe,62,3,3,No_perovskita,0.11
8101614,Sr4.992Ca3.008Si4,62,3,3,No_perovskita,0.11
8103919,LiBeN,14,3,3,No_perovskita,0.11
8104451,Ca(AlGa)2,139,3,3,No_perovskita,0.11
9007438,Cr1.75S2,164,3,2,No_perovskita,0.11
9008352,Ba2As,139,3,2,No_perovskita,0.11
9008353,Sr2Sb,139,3,2,No_perovskita,0.11
9009140,PbI2,186,3,2,No_perovskita,0.11
9009149,ZnClO,61,3,3,No_perovskita,0.11
9009174,NpSO,129,3,3,No_perovskita,0.11
9012047,Cr2CuS4,227,3,3,No_perovskita,0.11
9012142,Cr16Fe1.6Cu6.4S32,227,3,4,No_perovskita,0.11
9012143,Cr16Fe3.2Cu4.8S32,227,3,4,No_perovskita,0.11
9012324,In2HgS4,227,3,3,No_perovskita,0.11
9012326,In2FeS4,227,3,3,No_perovskita,0.11
9015787,Cr3Cu2SbS8,227,3,4,No_perovskita,0.11
1000025,LaNi5,191,3,2,No_perovskita,0.12
1008072,MnCoP,62,3,3,No_perovskita,0.12
1008521,Rb2SnAs2,72,3,3,No_perovskita,0.12
1010008,Cd(NCl)2,65,3,3,No_perovskita,0.12
1010422,BiIO,129,3,3,No_perovskita,0.12
1011183,TeO2,61,3,2,No_perovskita,0.12
1509340,In1.32Ga2.68Ag4Se8,122,3,4,No_perovskita,0.12
1509417,In5AgS8,227,3,3,No_perovskita,0.12
1509710,Ag2S,14,3,2,No_perovskita,0.12
1510059,CaInAu,62,3,3,No_perovskita,0.12
1510154,NdGa3Au,139,3,3,No_perovskita,0.12
1510182,TeAuI,14,3,3,No_perovskita,0.12
1510321,Yb2Au,62,3,2,No_perovskita,0.12
1510343,Ce2Ga6.5Au1.5,139,3,3,No_perovskita,0.12
1510346,Sm2Ga6.5Au1.5,139,3,3,No_perovskita,0.12
1510662,DyB2Ru3,191,3,3,No_perovskita,0.12
1510739,LaB2Rh3,191,3,3,No_perovskita,0.12
1510784,NdB2Rh3,191,3,3,No_perovskita,0.12
1510809,PrB2Rh3,191,3,3,No_perovskita,0.12
1510811,PrB2Ru3,191,3,3,No_perovskita,0.12
1510820,SmB2Ru3,191,3,3,No_perovskita,0.12
1510826,YB2Ru3,191,3,3,No_perovskita,0.12
1510949,Ce(BIr)2,70,3,3,No_perovskita,0.12
1511737,Fe2.5B4W3.5,127,3,3,No_perovskita,0.12
1514039,LiMn3O4,141,3,3,No_perovskita,0.12
1519095,Yb(AlGe)2,164,3,3,No_perovskita,0.12
1520934,TeO2,19,3,2,No_perovskita,0.12
1521632,Ho(CrSi)2,139,3,3,No_perovskita,0.12
1522504,Yb2Pb,62,3,2,No_perovskita,0.12
1523314,Sr2Pb,62,3,2,No_perovskita,0.12
1523342,Mn2Sn,194,3,2,No_perovskita,0.12
1523357,ThNiSn,216,3,3,No_perovskita,0.12
1523358,FeSbPt,198,3,3,No_perovskita,0.12
1523378,Tb2Pt,62,3,2,No_perovskita,0.12
1523393,La0.5Nd0.5Ni5,191,3,3,No_perovskita,0.12
1523394,La0.5Pr0.5Ni5,191,3,3,No_perovskita,0.12
1523406,Yb2Tl,62,3,2,No_perovskita,0.12
1523790,YbNi5,191,3,2,No_perovskita,0.12
1523961,CePt5,191,3,2,No_perovskita,0.12
1524108,SrCu5,191,3,2,No_perovskita,0.12
1524202,CeNi5,191,3,2,No_perovskita,0.12
1524286,ErInPd2,225,3,3,No_perovskita,0.12
1524405,DyRh5,191,3,2,No_perovskita,0.12
1525044,Dy5Sn3,193,3,2,No_perovskita,0.12
1525054,LaCuNi4,191,3,3,No_perovskita,0.12
1525235,Mg2Cu,70,3,2,No_perovskita,0.12
1525430,TaMoN,129,3,3,No_perovskita,0.12
1526364,Si(CN2)2,224,3,3,No_perovskita,0.12
1527263,LiGa2Ir,225,3,3,No_perovskita,0.12
1527293,SnF2,19,3,2,No_perovskita,0.12
1528008,KTlO,12,3,3,No_perovskita,0.12
1528080,Nb3Se4,176,3,2,No_perovskita,0.12
1528700,SrCaPb,62,3,3,No_perovskita,0.12
1528934,U2Sn1.04Sb2.96,129,3,3,No_perovskita,0.12
1528938,GeF2,19,3,2,No_perovskita,0.12
1530730,Na2PdCl4,130,3,3,No_perovskita,0.12
1531126,Zr4V4.152Ni3.84,194,3,3,No_perovskita,0.12
1531264,Zr4V4.68Co3.312,194,3,3,No_perovskita,0.12
1531950,EuSnP,129,3,3,No_perovskita,0.12
1532169,TbSF,129,3,3,No_perovskita,0.12
1532171,HoSF,129,3,3,No_perovskita,0.12
1532740,Ba(AlGe)2,139,3,3,No_perovskita,0.12
1535331,Mg11.264In20.736Ir16,70,3,3,No_perovskita,0.12
1535579,Ti6.4Cr9.6Cu8S32,227,3,4,No_perovskita,0.12
1536456,K2Pd1Br2.304Cl1.696,123,3,4,No_perovskita,0.12
1536480,GdSiRu,129,3,3,No_perovskita,0.12
1537068,La3SbI3,214,3,3,No_perovskita,0.12
1537273,P2W,36,3,2,No_perovskita,0.12
1537827,Lu(SiNi)2,139,3,3,No_perovskita,0.12
1537877,RhPb,191,3,2,No_perovskita,0.12
1538411,Co2P,62,3,2,No_perovskita,0.12
1538441,Yb9.4As6,193,3,2,No_perovskita,0.12
1538527,Li2NiO2,71,3,3,No_perovskita,0.12
1538646,HfSi2,63,3,2,No_perovskita,0.12
1538945,Tb(SiPd)2,139,3,3,No_perovskita,0.12
1538961,Lu(SiPd)2,139,3,3,No_perovskita,0.12
1539162,Yb2Si3.4Ge0.6Pd4,139,3,4,No_perovskita,0.12
1539240,Hf(SiNi)2,139,3,3,No_perovskita,0.12
1539300,Mn4Sb5.6Pd6.4,225,3,3,No_perovskita,0.12
1540900,CeAl3Pd,139,3,3,No_perovskita,0.12
1541022,CSN2,26,3,3,No_perovskita,0.12
1541048,Er(SiPd)2,139,3,3,No_perovskita,0.12
1541422,Cu3SbS4,225,3,3,No_perovskita,0.12
1541567,Co2GeO4,227,3,3,No_perovskita,0.12
1541616,Nb3Sb2Te5,229,3,3,No_perovskita,0.12
1541953,Bi2SeO2,139,3,3,No_perovskita,0.12
1543079,MgAgSb,216,3,3,No_perovskita,0.12
1544500,Mn3.746Ga8Sb8,45,3,3,No_perovskita,0.12
2002147,Zn3Cu3(TeO6)2,206,3,4,No_perovskita,0.12
2009233,K2Pd1Br2.24Cl1.76,123,3,4,No_perovskita,0.12
2104952,Rb2S,62,3,2,No_perovskita,0.12
2105801,KGdS2,166,3,3,No_perovskita,0.12
2106081,NaGa4,139,3,2,No_perovskita,0.12
2106402,La2SO2,164,3,3,No_perovskita,0.12
2107021,Cs2Mo,62,3,2,No_perovskita,0.12
2230972,Ag2Se,19,3,2,No_perovskita,0.12
2310148,CuN3,88,3,2,No_perovskita,0.12
2310521,Th(SiNi)2,139,3,3,No_perovskita,0.12
2310579,NbAs2,5,3,2,No_perovskita,0.12
2310832,La2SeO2,164,3,3,No_perovskita,0.12
2310833,Nd2SeO2,164,3,3,No_perovskita,0.12
2310834,Sm2SeO2,164,3,3,No_perovskita,0.12
2310835,Gd2SeO2,164,3,3,No_perovskita,0.12
2310837,Er2SeO2,164,3,3,No_perovskita,0.12
4001134,TmGe2,63,3,2,No_perovskita,0.12
4002408,Yb5Sb3,193,3,2,No_perovskita,0.12
4030797,RbTbS2,166,3,3,No_perovskita,0.12
4031203,HfCuP,156,3,3,No_perovskita,0.12
4124514,Zr2SN2,194,3,3,No_perovskita,0.12
4124522,Zr2SN2,164,3,3,No_perovskita,0.12
4124658,Th3Si2,127,3,2,No_perovskita,0.12
4124681,U2N3,206,3,2,No_perovskita,0.12
4311324,Sr2MgAl3,194,3,3,No_perovskita,0.12
4318773,RbSmSe2,166,3,3,No_perovskita,0.12
4329108,Ag2S,19,3,2,No_perovskita,0.12
4331425,HoB2Ru3,191,3,3,No_perovskita,0.12
4331428,NdB2Ru3,191,3,3,No_perovskita,0.12
4344147,Sr2Al,15,3,2,No_perovskita,0.12
7220793,Na2TeC2,139,3,3,No_perovskita,0.12
7221230,Li2Ga,63,3,2,No_perovskita,0.12
7221238,AlTlSe2,140,3,3,No_perovskita,0.12
7222590,La2MgCu2,127,3,3,No_perovskita,0.12
7222592,Nd2MgCu2,127,3,3,No_perovskita,0.12
7222694,Ca2In,62,3,2,No_perovskita,0.12
7222979,KLiSe,129,3,3,No_perovskita,0.12
7222983,KLiTe,129,3,3,No_perovskita,0.12
8100306,NaYbSe2,166,3,3,No_perovskita,0.12
8100587,Sc2Sb,129,3,2,No_perovskita,0.12
8100916,Cs2P,62,3,2,No_perovskita,0.12
8103565,YbZnCuP2,164,3,4,No_perovskita,0.12
8103843,Yb0.67Lu1.33S1O2,164,3,4,No_perovskita,0.12
8103917,NaMgAs,129,3,3,No_perovskita,0.12
8103920,Rb2P,62,3,2,No_perovskita,0.12
9002809,Fe3NiP2,62,3,3,No_perovskita,0.12
9008320,Mn2Sb,129,3,2,No_perovskita,0.12
9008324,Mn2As,129,3,2,No_perovskita,0.12
9008330,Cr2As,129,3,2,No_perovskita,0.12
9008347,UTeAs,129,3,3,No_perovskita,0.12
9008357,UTeP,139,3,3,No_perovskita,0.12
9008358,UTeAs,139,3,3,No_perovskita,0.12
9008363,USb2,129,3,2,No_perovskita,0.12
9009198,PbClO,62,3,3,No_perovskita,0.12
9011275,CuAgS,36,3,3,No_perovskita,0.12
9014427,Eu(FeAs)2,69,3,3,No_perovskita,0.12
9015214,Mg14.72Si7.44O32,227,3,3,No_perovskita,0.12
9015766,Eu(FeAs)2,139,3,3,No_perovskita,0.12
1001156,LiVNiO4,227,3,4,No_perovskita,0.13
1008117,Re3As7,229,3,2,No_perovskita,0.13
1010318,FeCuS2,115,3,3,No_perovskita,0.13
1010431,K16Al15.84Si32.16O96,230,3,4,No_perovskita,0.13
1010940,FeCuS2,122,3,3,No_perovskita,0.13
1509012,Ca4Mg5.36Ag2.64,194,3,3,No_perovskita,0.13
1509022,Li1Mn1.11Ag0.67Te2,164,3,4,No_perovskita,0.13
1509594,Pr2Ga6.56Ag1.44,139,3,3,No_perovskita,0.13
1509711,Ba(AgS)2,164,3,3,No_perovskita,0.13
1510081,YbCdAu,62,3,3,No_perovskita,0.13
1510143,Yb2Ga7.32Au0.68,139,3,3,No_perovskita,0.13
1510245,NaSnAu,62,3,3,No_perovskita,0.13
1510287,YbSbAu,186,3,3,No_perovskita,0.13
1510672,ErB2Ru3,191,3,3,No_perovskita,0.13
1510686,Fe(BW)2,127,3,3,No_perovskita,0.13
1510741,LaB2Ru3,191,3,3,No_perovskita,0.13
1510823,TmB2Ru3,191,3,3,No_perovskita,0.13
1510969,Ce1B2Ru1.8Rh1.2,191,3,4,No_perovskita,0.13
1510970,Ce1B2Ru0.501Rh2.499,191,3,4,No_perovskita,0.13
1510971,CeB2Rh3,191,3,3,No_perovskita,0.13
1511055,CoReB,62,3,3,No_perovskita,0.13
1519662,Li2.1Ti3S6,166,3,3,No_perovskita,0.13
1521204,TbMnSi,62,3,3,No_perovskita,0.13
1521266,Zr3.18Ti2.82Pb6O18,160,3,4,No_perovskita,0.13
1521449,Tb(AlSi)2,164,3,3,No_perovskita,0.13
1521451,GdMnAlSi2,139,3,4,No_perovskita,0.13
1522075,ThIr5,191,3,2,No_perovskita,0.13
1522456,Y(TiGa2)2,139,3,3,No_perovskita,0.13
1522611,LiGaSi,216,3,3,No_perovskita,0.13
1522630,PrFeNi4,191,3,3,No_perovskita,0.13
1522639,La1Ni4.7Sn0.3,191,3,3,No_perovskita,0.13
1523074,TmMn2,194,3,2,No_perovskita,0.13
1523075,HfMn2,194,3,2,No_perovskita,0.13
1523306,TiFe2,194,3,2,No_perovskita,0.13
1523434,Mg2Hg,62,3,2,No_perovskita,0.13
1523742,Pr1Ga1.4Ni3.6,191,3,3,No_perovskita,0.13
1523751,Yb2Ga7.44Pd0.56,139,3,3,No_perovskita,0.13
1523774,Ni2RhS4,227,3,3,No_perovskita,0.13
1523789,TbNi5,191,3,2,No_perovskita,0.13
1523958,CeCuPt4,191,3,3,No_perovskita,0.13
1524125,La1Cr0.5Cu1.5Ni3,191,3,4,No_perovskita,0.13
1524126,LaFeCuNi3,191,3,4,No_perovskita,0.13
1524130,YbCu2Ni3,191,3,3,No_perovskita,0.13
1524200,La0.5Ce0.5Ni5,191,3,3,No_perovskita,0.13
1524213,Nd1Co2.5Ni2.5,191,3,3,No_perovskita,0.13
1524214,Pr1Co2.5Ni2.5,191,3,3,No_perovskita,0.13
1524248,La0.5Ce0.5Co2.5Ni2.5,191,3,4,No_perovskita,0.13
1524280,LaFeNi4,191,3,3,No_perovskita,0.13
1524285,DyInPd2,225,3,3,No_perovskita,0.13
1524439,PrCo3Ni2,191,3,3,No_perovskita,0.13
1524441,Pr1Co3.5Cu1.5,191,3,3,No_perovskita,0.13
1524456,Si3N4,173,3,2,No_perovskita,0.13
1524633,Ce0.8Gd3.2Mn8,194,3,3,No_perovskita,0.13
1524677,La0.5Ce0.5Co5,191,3,3,No_perovskita,0.13
1524765,LaCo5,191,3,2,No_perovskita,0.13
1524778,EuZn13,226,3,2,No_perovskita,0.13
1524835,Pr1Co2.5Cu2.5,191,3,3,No_perovskita,0.13
1525015,Pr0.5Sm0.5Co2Ni3,191,3,4,No_perovskita,0.13
1525055,LaCu3Ni2,191,3,3,No_perovskita,0.13
1525100,Ce1Cu2.5Ni2.5,191,3,3,No_perovskita,0.13
1525102,NdFeNi4,191,3,3,No_perovskita,0.13
1525103,CeFeNi4,191,3,3,No_perovskita,0.13
1525132,ErRh5,191,3,2,No_perovskita,0.13
1525244,La1Cr0.5Ni4.5,191,3,3,No_perovskita,0.13
1525272,Gd8Ga0.24Co11.76,64,3,3,No_perovskita,0.13
1525305,Ce(Ni2Sn)2,120,3,3,No_perovskita,0.13
1525357,ZrCr2,194,3,2,No_perovskita,0.13
1525480,CeCo4Cu,191,3,3,No_perovskita,0.13
1525501,Pr1Co3.5Ni1.5,191,3,3,No_perovskita,0.13
1525533,La1Co2.5Ni2.5,191,3,3,No_perovskita,0.13
1526280,Li2.46Ni3.06O6,166,3,3,No_perovskita,0.13
1527208,Zr4Cr3.202Fe4.798,194,3,3,No_perovskita,0.13
1527381,Zr4Mn6.4Co1.6,194,3,3,No_perovskita,0.13
1527516,Y5Sn3,193,3,2,No_perovskita,0.13
1527713,La0.9Gd0.1Ni5,191,3,3,No_perovskita,0.13
1528197,ErMn2,194,3,2,No_perovskita,0.13
1528584,CdP2,96,3,2,No_perovskita,0.13
1530380,Pu2O3,164,3,2,No_perovskita,0.13
1530591,Tl2Sb1.5As0.5Se4,65,3,4,No_perovskita,0.13
1531452,La2O3,164,3,2,No_perovskita,0.13
1531455,Ce2O3,164,3,2,No_perovskita,0.13
1531477,YbMnGe,62,3,3,No_perovskita,0.13
1531479,Pm2O3,206,3,2,No_perovskita,0.13
1531480,Yb4Mn4Si0.4Ge3.6,62,3,4,No_perovskita,0.13
1531514,SmAsS,62,3,3,No_perovskita,0.13
1532714,K2Pd1Br1.52Cl2.48,123,3,4,No_perovskita,0.13
1532875,Tb2Pd2Pb,127,3,3,No_perovskita,0.13
1532978,La1Ni4.751Sn0.249,191,3,3,No_perovskita,0.13
1534386,CrBrO,59,3,3,No_perovskita,0.13
1534680,ZrVP,62,3,3,No_perovskita,0.13
1534746,LuInRh,62,3,3,No_perovskita,0.13
1535333,Mg8.544In23.456Ir16,70,3,3,No_perovskita,0.13
1535566,TiCrCuS4,227,3,4,No_perovskita,0.13
1536136,CoP2,14,3,2,No_perovskita,0.13
1536208,SiSbPt,61,3,3,No_perovskita,0.13
1536452,K2Pd1Br1.424Cl2.576,123,3,4,No_perovskita,0.13
1536482,Lu2MgS4,227,3,3,No_perovskita,0.13
1536950,EuMgPd,62,3,3,No_perovskita,0.13
1537144,Ho2CdSe4,227,3,3,No_perovskita,0.13
